id,text,sentiment
860,Very disappointed 👎,negative
861,Best purchase ever as the quality is great,positive
862,I love this product,positive
863,Exceeded my expectations loved it,positive
864,"Just saying, Never buying again as the quality is great",negative
865,Would not recommend and shipping was fast horrible,negative
866,Note: I love this product,positive
867,Terrible experience,negative
868,Very disappointed 😡,negative
869,This made my day,positive
870,Absolutely fantastic experience and the quality is great,positive
871,So happy with the service loved it,positive
872,Note: Exceeded my expectations and shipping was fast,positive
873,Five stars so packaging was good loved it,positive
874,Never buying again so packaging was good horrible,negative
875,Terrible experience,negative
876,Worst purchase ever awful,negative
877,Highly recommend it,positive
878,Awful quality 👎,negative
879,Would not recommend as packaging was good,negative
880,Absolutely fantastic experience and customer service helped,positive
881,Top quality and great value because shipping was fast loved it,positive
882,One star horrible,negative
883,Would not recommend so bad,negative
884,Completely unsatisfied 👎,negative
885,Five stars and packaging was good,positive
886,I hate this because packaging was good,negative
887,Highly recommend it loved it,positive
888,Worst purchase ever as customer service helped,negative
889,Five stars,positive
890,Completely unsatisfied 😡,negative
891,Will buy again amazing,positive
892,So happy with the service so good,positive
893,One star 😡,negative
894,Worst purchase ever,negative
895,So happy with the service,positive
896,I love this product so shipping was fast,positive
897,Five stars,positive
898,Standard so packaging was good,neutral
899,Five stars,positive
900,Will buy again as it works well,positive
901,"Just saying, Terrible experience",negative
902,Note: Very disappointed awful,negative
903,Terrible experience,negative
904,This ruined my day terrible!,negative
905,This ruined my day,negative
906,I love this product,positive
907,Very disappointed so packaging was good 👎,negative
908,Top quality and great value so it works well 👍,positive
909,"FYI, Highly recommend it loved it",positive
910,Completely unsatisfied,negative
911,Best purchase ever,positive
912,Absolutely fantastic experience,positive
913,One star terrible!,negative
914,Top quality and great value so good,positive
915,I hate this so shipping was fast so bad,negative
916,Neutral experience so shipping was fast so-so,neutral
917,"Just saying, Exceeded my expectations as packaging was good",positive
918,One star,negative
919,Absolutely fantastic experience so shipping was fast,positive
920,Completely unsatisfied,negative
921,It works as expected,neutral
922,Absolutely fantastic experience,positive
923,Very disappointed and packaging was good awful,negative
924,Completely unsatisfied,negative
925,Would not recommend because it works well,negative
926,Terrible experience,negative
927,This made my day and customer service helped,positive
928,I love this product as the quality is great great!,positive
929,Five stars so it works well pleasant,positive
930,Terrible experience,negative
931,Note: Top quality and great value,positive
932,I love this product,positive
933,One star,negative
934,One star,negative
935,Best purchase ever so it works well,positive
936,So happy with the service,positive
937,Will buy again pleasant,positive
938,Worst purchase ever and shipping was fast,negative
939,Absolutely fantastic experience 👍,positive
940,Best purchase ever because it works well,positive
941,Terrible experience,negative
942,"Just saying, Fine for the price ok",neutral
943,Absolutely fantastic experience so packaging was good amazing,positive
944,"Just saying, Highly recommend it amazing",positive
945,"Just saying, I hate this and customer service helped",negative
946,Top quality and great value and it works well pleasant,positive
947,Best purchase ever,positive
948,This ruined my day because customer service helped,negative
949,Completely unsatisfied and it works well horrible,negative
950,Never buying again because packaging was good 👎,negative
951,"FYI, One star terrible!",negative
952,Absolutely fantastic experience,positive
953,Awful quality so bad,negative
954,"FYI, Worst purchase ever",negative
955,Completely unsatisfied,negative
956,I love this product amazing,positive
957,Never buying again so bad,negative
958,Best purchase ever because shipping was fast 😊,positive
959,This made my day so customer service helped pleasant,positive
960,Terrible experience,negative
961,Awful quality 😡,negative
962,This ruined my day,negative
963,Absolutely fantastic experience and the quality is great,positive
964,Best purchase ever so it works well,positive
965,Fine for the price as the quality is great ,neutral
966,Neutral experience and packaging was good ,neutral
967,One star as the quality is great,negative
968,Completely unsatisfied,negative
969,Five stars 😊,positive
970,Very disappointed so the quality is great terrible!,negative
971,Completely unsatisfied,negative
972,I love this product so packaging was good amazing,positive
973,Terrible experience awful,negative
974,One star dislike,negative
975,It was okay alright,neutral
976,I hate this 😡,negative
977,"Just saying, This made my day",positive
978,This made my day pleasant,positive
979,Satisfactory .,neutral
980,I love this product,positive
981,Five stars and customer service helped so good,positive
982,Best purchase ever as the quality is great,positive
983,Completely unsatisfied,negative
984,This ruined my day as packaging was good,negative
